Concurso;Data_Sorteio;Bola1;Bola2;Bola3;Bola4;Bola5;Bola6;Bola7;Bola8;Bola9;Bola10;Bola11;Bola12;Bola13;Bola14;Bola15;Arrecadacao_Total;Ganhadores_15_Numeros;Ganhadores_14_Numeros;Ganhadores_13_Numeros;Ganhadores_12_Numeros;Ganhadores_11_Numeros;Valor_Rateio_15_Numeros;Valor_Rateio_14_Numeros;Valor_Rateio_13_Numeros;Valor_Rateio_12_Numeros;Valor_Rateio_11_Numeros;Acumulado_15_Numeros;Estimativa_Premio;Valor_Acumulado_Especial;Pares;Impares;N_Primos
1384;06/07/2016;03;04;06;08;09;11;12;13;15;18;19;20;22;24;25;0,00;2;536;17737;198608;1029985;0;0;0;0;0;0;0;0;8;7;4
1385;08/07/2016;04;05;08;09;10;11;12;13;14;15;17;18;19;20;23;0,00;2;686;20764;228927;1084765;0;0;0;0;0;0;0;0;7;8;6
1386;11/07/2016;01;02;03;04;07;09;13;16;17;18;19;21;22;24;25;0,00;4;304;12853;168118;912891;0;0;0;0;0;0;0;0;6;9;6
1387;13/07/2016;01;03;04;05;06;07;09;11;12;13;14;15;16;18;24;0,00;2;344;13735;209059;948576;0;0;0;0;0;0;0;0;7;8;5
1388;15/07/2016;01;03;05;07;08;10;11;12;15;18;19;20;21;23;25;0,00;13;1252;32128;300963;1144718;0;0;0;0;0;0;0;0;5;10;6
1389;18/07/2016;01;02;04;05;06;08;10;12;14;15;16;17;18;20;21;0,00;7;597;18816;195278;914592;0;0;0;0;0;0;0;0;10;5;3
1390;20/07/2016;03;05;06;07;08;11;13;14;15;16;17;18;20;21;23;0,00;2;2519;20791;247393;1046971;0;0;0;0;0;0;0;0;6;9;7
1391;22/07/2016;01;03;05;06;10;11;12;15;16;17;19;20;21;24;25;0,00;4;647;18464;199698;1018676;0;0;0;0;0;0;0;0;6;9;5
1392;25/07/2016;01;02;03;04;08;09;14;15;16;17;18;20;21;22;25;0,00;1;180;8931;122749;783720;0;0;0;0;0;0;0;0;8;7;3
1393;27/07/2016;03;04;05;07;09;10;11;12;13;14;17;18;20;22;23;0,00;7;652;20524;214954;1008300;0;0;0;0;0;0;0;0;7;8;7
1394;29/07/2016;03;04;05;06;09;10;11;14;15;16;18;19;21;22;23;0,00;4;502;13429;156810;866193;0;0;0;0;0;0;0;0;7;8;5
1395;01/08/2016;05;06;07;08;11;12;13;14;16;17;18;19;22;23;25;0,00;2;356;12497;160436;938497;0;0;0;0;0;0;0;0;7;8;7
1396;03/08/2016;03;05;06;07;10;12;13;17;18;19;20;22;23;24;25;0,00;5;505;19274;207754;1063594;0;0;0;0;0;0;0;0;7;8;7
1397;05/08/2016;01;03;04;05;06;08;09;11;12;13;14;18;21;22;25;0,00;1;343;12085;162152;1005030;0;0;0;0;0;0;0;0;7;8;4
1398;08/08/2016;01;04;05;06;07;08;11;14;15;16;19;20;21;24;25;0,00;5;507;15784;145559;810338;0;0;0;0;0;0;0;0;7;8;4
1399;10/08/2016;04;05;06;08;09;12;13;14;15;17;19;21;22;24;25;0,00;2;572;18664;203881;974033;0;0;0;0;0;0;0;0;7;8;4
1400;12/08/2016;01;02;03;05;06;09;10;12;16;19;21;22;23;24;25;0,00;4;296;10909;158507;872145;0;0;0;0;0;0;0;0;7;8;5
1401;15/08/2016;01;03;04;05;06;07;08;14;15;18;19;21;22;24;25;0,00;4;296;11707;149711;802097;0;0;0;0;0;0;0;0;7;8;4
1402;17/08/2016;02;03;04;05;08;09;11;12;14;15;16;19;20;21;23;0,00;1;351;11707;149536;839885;0;0;0;0;0;0;0;0;7;8;6
1403;19/08/2016;03;04;05;08;09;10;11;12;13;15;16;17;21;23;25;0,00;1;392;14945;188912;1033178;0;0;0;0;0;0;0;0;5;10;6
1404;22/08/2016;01;02;03;04;08;10;11;13;15;16;18;19;21;22;25;0,00;0;829;14065;159685;865433;0;0;0;0;0;0;0;0;7;8;5
1405;24/08/2016;02;03;04;07;09;10;11;14;15;16;18;19;20;23;24;0,00;4;670;19218;212074;1121207;0;0;0;0;0;0;0;0;8;7;6
1406;26/08/2016;02;03;04;05;06;09;11;13;15;19;20;21;22;24;25;0,00;3;370;14477;176196;945787;0;0;0;0;0;0;0;0;6;9;6
1407;29/08/2016;01;02;04;05;06;07;10;12;13;20;21;22;23;24;25;0,00;0;301;11682;145150;806240;0;0;0;0;0;0;0;0;8;7;5
1408;06/09/2016;01;03;05;08;10;11;12;13;14;19;21;22;23;24;25;0,00;10;4120;141813;1857700;9732743;0;0;0;0;0;0;0;0;6;9;6
1409;09/09/2016;01;02;04;06;07;08;11;12;14;16;17;19;22;24;25;0,00;10;864;21432;195835;986387;0;0;0;0;0;0;0;0;9;6;5
1410;12/09/2016;02;03;04;05;06;07;09;10;14;15;16;17;20;21;23;0,00;1;628;19893;180444;963967;0;0;0;0;0;0;0;0;7;8;6
1411;14/09/2016;01;05;06;07;08;09;10;12;13;14;15;16;17;21;23;0,00;2;373;10672;156394;1002188;0;0;0;0;0;0;0;0;6;9;5
1412;16/09/2016;05;06;07;09;11;13;15;16;18;19;21;22;23;24;25;0,00;5;618;19484;220522;1119773;0;0;0;0;0;0;0;0;5;10;6
1413;19/09/2016;02;03;04;05;06;07;08;09;10;13;16;17;18;21;25;0,00;3;273;10133;140893;873320;0;0;0;0;0;0;0;0;7;8;6
1414;21/09/2016;02;03;04;05;07;09;10;11;13;14;16;17;20;21;23;0,00;4;761;28439;215104;1044773;0;0;0;0;0;0;0;0;6;9;8
1415;23/09/2016;02;04;05;06;10;12;13;15;17;18;19;22;23;24;25;0,00;5;739;18866;204629;1030278;0;0;0;0;0;0;0;0;8;7;6
1416;26/09/2016;03;04;05;07;08;09;10;12;14;15;17;18;19;20;24;0,00;1;573;17732;195424;985629;0;0;0;0;0;0;0;0;8;7;5
1417;28/09/2016;01;02;03;04;06;07;09;11;13;14;15;18;19;22;23;0,00;4;401;14140;172836;956173;0;0;0;0;0;0;0;0;6;9;7
1418;30/09/2016;02;04;06;09;10;11;13;14;15;17;18;20;21;22;23;0,00;4;590;16008;185448;993010;0;0;0;0;0;0;0;0;8;7;5
1419;03/10/2016;02;03;06;07;11;12;15;16;17;18;19;20;21;23;24;0,00;4;256;9284;128845;811681;0;0;0;0;0;0;0;0;7;8;7
1420;05/10/2016;01;04;06;07;08;10;13;14;15;16;17;20;22;23;25;0,00;3;381;12458;157155;886653;0;0;0;0;0;0;0;0;8;7;4
1421;07/10/2016;03;05;06;07;08;09;11;12;14;17;18;19;20;23;24;0,00;5;441;17061;214784;1103637;0;0;0;0;0;0;0;0;7;8;7
1422;10/10/2016;01;04;05;07;10;11;13;14;15;16;17;19;22;23;24;0,00;3;441;15035;177266;944591;0;0;0;0;0;0;0;0;6;9;7
1423;14/10/2016;01;02;04;05;07;08;11;12;13;14;15;16;19;22;23;0,00;1;441;16270;223775;1235621;0;0;0;0;0;0;0;0;7;8;7
1424;17/10/2016;02;04;05;06;08;09;10;11;13;17;18;20;21;23;25;0,00;8;1253;26506;233466;1021794;0;0;0;0;0;0;0;0;7;8;6
1425;19/10/2016;01;03;04;05;08;09;11;12;13;14;16;19;20;21;25;0,00;0;328;11280;154433;891211;0;0;0;0;0;0;0;0;6;9;5
1426;21/10/2016;02;03;04;07;08;10;12;14;15;16;18;22;23;24;25;0,00;11;1037;28478;294329;1377035;0;0;0;0;0;0;0;0;10;5;4
1427;24/10/2016;01;02;07;10;11;12;14;15;16;17;18;19;20;22;25;0,00;2;194;9485;132255;829941;0;0;0;0;0;0;0;0;8;7;5
1428;26/10/2016;02;03;04;05;06;08;09;13;17;18;19;20;21;22;25;0,00;0;297;11583;169506;904542;0;0;0;0;0;0;0;0;7;8;6
1429;28/10/2016;05;07;08;09;10;12;13;14;15;16;18;19;20;21;25;0,00;3;572;19724;245731;1296262;0;0;0;0;0;0;0;0;7;8;4
1430;31/10/2016;01;03;04;05;07;08;09;13;15;16;20;21;22;23;25;0,00;2;385;14778;186966;1025736;0;0;0;0;0;0;0;0;5;10;5
1431;04/11/2016;01;02;07;08;09;10;12;14;15;16;17;19;20;23;25;0,00;1;469;17725;224459;1227154;0;0;0;0;0;0;0;0;7;8;5
1432;07/11/2016;01;03;04;05;10;11;12;16;17;18;20;21;23;24;25;0,00;5;331;11035;160425;949655;0;0;0;0;0;0;0;0;7;8;5
1433;09/11/2016;03;06;07;09;10;12;14;15;16;18;20;22;23;24;25;0,00;3;505;18120;203594;990252;0;0;0;0;0;0;0;0;9;6;3
1434;11/11/2016;03;04;05;06;07;09;10;12;13;15;18;19;22;23;24;0,00;4;668;20015;223402;1119694;0;0;0;0;0;0;0;0;7;8;6
1435;14/11/2016;01;02;03;04;05;06;09;10;12;16;17;19;20;21;23;0,00;0;239;10060;150104;855059;0;0;0;0;0;0;0;0;7;8;6
1436;16/11/2016;01;02;03;05;06;08;11;12;15;17;18;19;22;23;24;0,00;1;404;14803;178046;962902;0;0;0;0;0;0;0;0;7;8;7
1437;18/11/2016;02;04;05;06;07;08;09;11;13;14;17;19;20;23;25;0,00;3;840;22165;223860;1071078;0;0;0;0;0;0;0;0;6;9;8
1438;21/11/2016;01;04;07;08;09;10;11;12;14;15;17;20;21;22;24;0,00;0;337;14018;166183;879250;0;0;0;0;0;0;0;0;8;7;3
1439;23/11/2016;01;02;03;05;11;12;13;14;15;16;17;18;19;22;24;0,00;5;369;15188;184161;1158942;0;0;0;0;0;0;0;0;7;8;7
1440;25/11/2016;02;03;08;10;12;13;14;16;17;18;20;21;22;24;25;0,00;1;410;15562;183211;957678;0;0;0;0;0;0;0;0;10;5;4
1441;28/11/2016;01;03;04;05;06;07;09;10;11;13;16;19;22;23;25;0,00;2;682;20382;209250;991858;0;0;0;0;0;0;0;0;5;10;7
1442;30/11/2016;01;02;03;04;07;09;11;12;13;15;16;17;19;20;21;0,00;2;318;12537;165425;896706;0;0;0;0;0;0;0;0;5;10;7
1443;02/12/2016;01;02;03;05;07;08;09;10;11;12;14;15;16;17;24;0,00;2;378;13835;200595;973818;0;0;0;0;0;0;0;0;7;8;6
1444;05/12/2016;01;02;04;05;06;09;10;11;14;15;17;18;20;21;24;0,00;3;435;14685;171577;907008;0;0;0;0;0;0;0;0;8;7;4
1445;07/12/2016;01;04;05;06;08;10;13;15;16;17;18;20;22;23;25;0,00;3;709;24490;239746;1026831;0;0;0;0;0;0;0;0;8;7;4
1446;09/12/2016;01;04;06;07;08;12;13;16;17;20;21;22;23;24;25;0,00;0;315;10994;149113;869786;0;0;0;0;0;0;0;0;8;7;4
1447;12/12/2016;01;03;04;05;08;11;12;13;17;18;19;21;22;24;25;0,00;5;604;19821;245596;1323641;0;0;0;0;0;0;0;0;6;9;6
1448;14/12/2016;01;03;04;05;06;08;12;13;16;18;19;21;22;23;24;0,00;2;433;15901;199502;976377;0;0;0;0;0;0;0;0;8;7;5
1449;16/12/2016;01;03;04;05;06;07;08;09;11;15;16;20;22;23;24;0,00;4;428;11622;152640;881720;0;0;0;0;0;0;0;0;7;8;5
1450;19/12/2016;01;02;04;05;08;09;10;13;14;16;17;19;20;22;24;0,00;1;376;13762;163988;902248;0;0;0;0;0;0;0;0;9;6;5
1451;21/12/2016;01;02;03;05;10;12;13;14;15;19;20;21;23;24;25;0,00;2;350;15053;206333;1043488;0;0;0;0;0;0;0;0;6;9;6
1452;23/12/2016;02;05;07;08;10;11;13;14;15;17;20;21;23;24;25;0,00;8;1021;25464;241290;1136397;0;0;0;0;0;0;0;0;6;9;7
1453;26/12/2016;01;02;05;08;09;10;13;14;15;16;19;21;23;24;25;0,00;5;462;14502;171217;904123;0;0;0;0;0;0;0;0;6;9;5
1454;28/12/2016;01;03;04;07;10;12;13;14;18;19;20;21;22;23;25;0,00;1;422;15263;183501;984525;0;0;0;0;0;0;0;0;7;8;5
1455;30/12/2016;02;05;07;08;14;15;16;17;18;19;20;21;22;23;25;0,00;4;280;10990;150147;938591;0;0;0;0;0;0;0;0;7;8;6
1456;02/01/2017;01;02;06;07;08;09;12;13;14;15;19;20;21;24;25;0,00;2;338;10449;124986;732159;0;0;0;0;0;0;0;0;7;8;4
1457;04/01/2017;01;02;03;04;07;08;09;10;11;13;14;15;18;23;24;0,00;1;376;14583;214624;986330;0;0;0;0;0;0;0;0;7;8;6
1458;06/01/2017;01;02;03;05;07;09;11;14;17;18;19;20;22;23;24;0,00;5;465;17307;204837;1070579;0;0;0;0;0;0;0;0;6;9;8
1459;09/01/2017;01;04;06;09;10;12;13;14;16;17;18;19;20;24;25;0,00;2;250;11377;143543;852116;0;0;0;0;0;0;0;0;9;6;3
1460;11/01/2017;01;03;05;07;11;14;15;16;17;18;19;20;21;24;25;0,00;1;284;12260;173748;1012009;0;0;0;0;0;0;0;0;5;10;6
1461;13/01/2017;02;04;05;06;09;10;11;15;17;18;19;21;23;24;25;0,00;3;477;16714;198211;1006791;0;0;0;0;0;0;0;0;6;9;6
1462;16/01/2017;01;03;04;05;07;09;12;13;14;16;17;20;21;24;25;0,00;7;539;17085;194056;991886;0;0;0;0;0;0;0;0;6;9;5
1463;18/01/2017;03;04;06;07;10;11;13;14;15;17;19;20;22;23;24;0,00;8;627;16771;180964;927889;0;0;0;0;0;0;0;0;7;8;7
1464;20/01/2017;01;04;09;10;11;12;13;14;15;16;17;18;22;23;24;0,00;1;292;10246;141550;866787;0;0;0;0;0;0;0;0;8;7;4
1465;23/01/2017;02;05;07;08;09;10;12;14;16;19;20;21;22;23;24;0,00;2;336;13305;170497;931139;0;0;0;0;0;0;0;0;9;6;5
1466;25/01/2017;02;03;04;06;10;11;12;14;19;20;21;22;23;24;25;0,00;1;389;14765;154813;833086;0;0;0;0;0;0;0;0;9;6;5
1467;27/01/2017;01;04;05;06;09;10;11;12;19;20;21;22;23;24;25;0,00;8;597;15334;177859;880104;0;0;0;0;0;0;0;0;7;8;4
1468;30/01/2017;02;03;05;06;08;11;12;13;14;18;19;20;21;23;24;0,00;4;483;17745;193273;992421;0;0;0;0;0;0;0;0;8;7;7
1469;01/02/2017;01;02;03;05;06;07;08;09;11;13;16;17;18;19;20;0,00;2;861;15983;147795;887046;0;0;0;0;0;0;0;0;6;9;8
1470;03/02/2017;02;03;07;08;11;12;13;14;15;18;20;21;22;23;24;0,00;2;421;14548;201070;1103786;0;0;0;0;0;0;0;0;8;7;6
1471;06/02/2017;01;02;04;06;07;08;10;11;13;15;18;20;21;22;24;0,00;2;815;19590;186146;915251;0;0;0;0;0;0;0;0;9;6;4
1472;08/02/2017;02;03;04;05;07;08;10;12;13;14;18;21;22;23;24;0,00;2;437;17431;229795;1079571;0;0;0;0;0;0;0;0;9;6;6
1473;10/02/2017;01;04;05;07;08;09;10;12;14;16;20;22;23;24;25;0,00;1;345;14712;184903;992938;0;0;0;0;0;0;0;0;9;6;3
1474;13/02/2017;01;02;05;07;08;10;11;13;14;15;18;19;20;21;25;0,00;5;656;21301;211687;1090171;0;0;0;0;0;0;0;0;6;9;6
1475;15/02/2017;01;02;03;05;06;09;10;12;13;15;18;20;21;24;25;0,00;5;724;19115;205439;1044763;0;0;0;0;0;0;0;0;7;8;4
1476;17/02/2017;02;04;05;06;07;09;10;12;13;14;16;19;21;22;25;0,00;4;536;16954;181798;933603;0;0;0;0;0;0;0;0;8;7;5
1477;20/02/2017;01;02;03;04;05;06;07;10;12;15;17;18;21;22;23;0,00;3;298;9758;132157;810745;0;0;0;0;0;0;0;0;7;8;6
1478;22/02/2017;02;05;06;07;10;11;12;15;16;17;18;19;21;24;25;0,00;3;386;11341;146383;823821;0;0;0;0;0;0;0;0;7;8;6
1479;24/02/2017;02;03;05;06;09;11;13;14;15;16;17;18;20;22;23;0,00;2;430;14660;177463;905994;0;0;0;0;0;0;0;0;7;8;7
1480;01/03/2017;01;06;07;10;11;12;13;15;16;17;19;20;21;22;25;0,00;0;285;12290;135180;794419;0;0;0;0;0;0;0;0;6;9;5
1481;03/03/2017;02;03;05;07;08;09;11;17;18;19;20;21;23;24;25;0,00;3;502;23821;288152;1416041;0;0;0;0;0;0;0;0;5;10;8
1482;06/03/2017;01;02;04;05;07;08;09;10;11;12;14;15;19;23;24;0,00;2;321;13539;207626;973255;0;0;0;0;0;0;0;0;7;8;6
1483;08/03/2017;03;04;05;06;07;09;11;13;14;15;17;20;21;22;23;0,00;2;431;16004;205330;999270;0;0;0;0;0;0;0;0;5;10;7
1484;10/03/2017;01;02;03;04;06;07;09;10;12;17;18;19;21;22;25;0,00;2;319;11500;157103;880857;0;0;0;0;0;0;0;0;7;8;5
1485;13/03/2017;01;02;03;05;08;09;11;13;15;17;18;19;23;24;25;0,00;4;944;35996;280169;1158028;0;0;0;0;0;0;0;0;4;11;8
1486;15/03/2017;02;04;05;08;09;10;12;14;18;19;20;21;22;23;25;0,00;1;498;17495;204214;1023723;0;0;0;0;0;0;0;0;9;6;4
1487;17/03/2017;01;02;03;04;05;06;10;11;12;15;16;19;21;22;25;0,00;3;351;13869;157649;910359;0;0;0;0;0;0;0;0;7;8;5
1488;20/03/2017;01;04;05;06;10;11;12;13;16;19;20;21;23;24;25;0,00;4;600;19921;190961;999588;0;0;0;0;0;0;0;0;7;8;5
1489;22/03/2017;02;04;07;08;09;10;12;13;14;15;19;20;22;23;25;0,00;3;434;16858;207756;1039838;0;0;0;0;0;0;0;0;8;7;5
1490;24/03/2017;01;03;04;05;07;08;09;11;13;14;15;18;19;20;22;0,00;2;486;16503;198499;1062665;0;0;0;0;0;0;0;0;6;9;6
1491;27/03/2017;02;04;05;06;07;09;11;13;14;19;20;22;23;24;25;0,00;1;560;19310;201204;1016203;0;0;0;0;0;0;0;0;7;8;7
1492;29/03/2017;02;03;04;05;07;08;10;12;15;16;17;18;19;24;25;0,00;2;296;12094;164409;885723;0;0;0;0;0;0;0;0;8;7;6
1493;31/03/2017;02;05;08;10;11;13;14;15;16;19;20;21;23;24;25;0,00;9;853;23807;222932;1104948;0;0;0;0;0;0;0;0;7;8;6
1494;03/04/2017;01;02;03;04;09;10;11;12;13;15;17;19;20;22;25;0,00;3;457;16571;203250;1048683;0;0;0;0;0;0;0;0;6;9;6
1495;05/04/2017;01;02;03;04;05;08;10;12;13;14;18;22;23;24;25;0,00;3;730;21649;223757;1078738;0;0;0;0;0;0;0;0;9;6;5
1496;07/04/2017;02;03;06;07;09;10;11;12;13;15;17;19;20;23;25;0,00;1;594;23440;258735;1182885;0;0;0;0;0;0;0;0;5;10;8
1497;10/04/2017;01;02;05;07;11;12;13;14;15;16;17;18;19;22;23;0,00;1;220;10018;129742;818464;0;0;0;0;0;0;0;0;6;9;8
1498;12/04/2017;04;05;07;08;10;11;14;15;16;17;18;21;23;24;25;0,00;1;410;13857;171697;911301;0;0;0;0;0;0;0;0;7;8;5
1499;15/04/2017;01;02;03;04;05;07;08;12;13;14;15;18;19;23;24;0,00;2;504;14231;169365;820044;0;0;0;0;0;0;0;0;7;8;7
1500;17/04/2017;01;02;03;05;07;10;11;12;13;15;17;18;19;20;22;0,00;3;394;13924;177400;822864;0;0;0;0;0;0;0;0;6;9;8
1501;19/04/2017;01;06;07;08;09;10;11;13;16;17;18;21;22;24;25;0,00;2;231;8984;121404;756632;0;0;0;0;0;0;0;0;7;8;4
1502;22/04/2017;01;02;03;04;05;07;11;12;13;15;17;18;20;22;24;0,00;0;454;19681;165975;841016;0;0;0;0;0;0;0;0;7;8;7
1503;24/04/2017;01;02;03;07;12;15;16;17;18;20;21;22;23;24;25;0,00;0;290;10408;136832;840625;0;0;0;0;0;0;0;0;7;8;5
1504;26/04/2017;01;04;05;07;08;11;12;14;17;18;19;21;23;24;25;0,00;2;828;26035;283795;1426452;0;0;0;0;0;0;0;0;6;9;6
1505;28/04/2017;01;02;03;06;07;11;14;16;17;18;19;20;22;24;25;0,00;1;196;7625;114617;700630;0;0;0;0;0;0;0;0;8;7;6
1506;03/05/2017;03;04;05;08;09;10;13;14;17;18;19;20;21;22;24;0,00;2;633;19727;240630;1227715;0;0;0;0;0;0;0;0;8;7;5
1507;05/05/2017;01;02;03;04;05;08;10;11;13;14;17;19;21;23;24;0,00;6;791;22225;234971;1192800;0;0;0;0;0;0;0;0;6;9;8
1508;08/05/2017;01;03;07;08;09;10;11;12;14;17;19;21;22;23;24;0,00;2;458;16743;190658;983957;0;0;0;0;0;0;0;0;6;9;6
1509;10/05/2017;01;02;03;06;07;08;09;13;14;15;17;18;19;22;24;0,00;5;724;18443;204140;991548;0;0;0;0;0;0;0;0;7;8;6
1510;12/05/2017;01;03;04;07;08;09;10;11;12;13;15;18;19;22;24;0,00;4;586;21595;235256;1184036;0;0;0;0;0;0;0;0;7;8;5
1511;15/05/2017;02;04;05;08;09;10;11;12;13;15;19;20;21;23;24;0,00;5;660;19451;216373;1060479;0;0;0;0;0;0;0;0;7;8;6
1512;17/05/2017;02;03;04;06;10;11;12;13;15;16;17;19;21;22;24;0,00;1;447;13578;159040;862389;0;0;0;0;0;0;0;0;8;7;6
1513;19/05/2017;03;04;06;07;09;10;11;12;13;14;16;18;21;22;24;0,00;1;351;12949;155263;872250;0;0;0;0;0;0;0;0;9;6;4
1514;22/05/2017;03;04;05;07;08;11;12;13;15;16;17;19;20;21;24;0,00;2;421;12339;157467;922916;0;0;0;0;0;0;0;0;6;9;7
1515;24/05/2017;01;02;03;05;08;09;11;12;13;16;17;18;19;20;23;0,00;5;332;12453;160295;908667;0;0;0;0;0;0;0;0;6;9;8
1516;26/05/2017;01;02;06;07;10;11;12;14;16;18;19;20;22;23;24;0,00;3;300;11390;149439;809054;0;0;0;0;0;0;0;0;10;5;5
1517;29/05/2017;02;03;05;08;10;11;12;14;15;18;20;21;23;24;25;0,00;4;693;22740;216554;1021799;0;0;0;0;0;0;0;0;8;7;5
1518;31/05/2017;02;03;04;05;07;08;11;12;14;16;17;20;22;24;25;0,00;4;381;12852;157866;854588;0;0;0;0;0;0;0;0;9;6;6
1519;02/06/2017;01;04;06;08;13;14;16;17;18;20;21;22;23;24;25;0,00;4;331;12122;151372;877555;0;0;0;0;0;0;0;0;9;6;3
1520;05/06/2017;01;02;04;08;09;10;12;13;14;16;17;18;19;24;25;0,00;6;497;17287;173513;902896;0;0;0;0;0;0;0;0;9;6;4
1521;07/06/2017;01;02;03;04;05;07;08;12;14;15;17;19;20;23;24;0,00;4;530;18994;201761;1064105;0;0;0;0;0;0;0;0;7;8;7
1522;09/06/2017;01;08;09;10;11;13;14;15;16;18;19;20;21;23;24;0,00;2;346;12938;175923;1016775;0;0;0;0;0;0;0;0;7;8;4
1523;12/06/2017;03;05;06;07;09;10;12;13;14;16;18;19;21;23;25;0,00;8;903;21770;202653;959572;0;0;0;0;0;0;0;0;6;9;6
1524;14/06/2017;01;03;05;06;07;08;09;10;13;14;20;22;23;24;25;0,00;1;246;10070;152728;919742;0;0;0;0;0;0;0;0;7;8;5
1525;16/06/2017;01;02;04;05;08;10;12;14;15;18;19;20;21;22;25;0,00;3;417;14860;159281;815723;0;0;0;0;0;0;0;0;9;6;3
1526;19/06/2017;05;07;08;09;10;11;13;15;17;18;20;21;22;23;25;0,00;7;589;21243;240559;1098690;0;0;0;0;0;0;0;0;5;10;6
1527;21/06/2017;01;02;03;05;06;07;09;10;14;15;20;21;22;24;25;0,00;1;293;10671;154254;852408;0;0;0;0;0;0;0;0;7;8;4
1528;23/06/2017;01;02;04;05;06;08;09;10;17;18;20;21;23;24;25;0,00;0;246;10465;147891;856773;0;0;0;0;0;0;0;0;8;7;4
1529;26/06/2017;02;03;04;05;08;11;13;14;16;17;18;19;20;21;24;0,00;3;367;14577;215162;1207332;0;0;0;0;0;0;0;0;8;7;7
1530;28/06/2017;02;04;05;07;09;10;12;14;15;16;18;20;22;23;24;0,00;41;1719;27240;220736;960961;0;0;0;0;0;0;0;0;10;5;4
1531;30/06/2017;01;02;03;04;07;08;10;11;13;14;15;19;22;23;24;0,00;1;534;19757;227784;1128762;0;0;0;0;0;0;0;0;7;8;7
1532;03/07/2017;01;02;03;08;09;10;11;12;13;14;17;18;20;22;25;0,00;3;505;16133;197783;1011034;0;0;0;0;0;0;0;0;8;7;5
1533;05/07/2017;01;03;04;06;07;11;12;13;14;15;16;19;20;21;24;0,00;2;323;12502;166823;925155;0;0;0;0;0;0;0;0;7;8;5
1534;07/07/2017;01;04;05;08;09;10;11;12;13;14;16;17;19;21;24;0,00;1;357;13908;186284;1034775;0;0;0;0;0;0;0;0;7;8;5
1535;10/07/2017;03;04;05;07;08;12;13;15;17;18;21;22;23;24;25;0,00;5;650;19738;219185;1079157;0;0;0;0;0;0;0;0;6;9;6
1536;12/07/2017;01;03;05;06;07;08;09;10;11;12;13;19;20;23;25;0,00;1;388;15719;216487;1172324;0;0;0;0;0;0;0;0;5;10;7
1537;14/07/2017;01;02;03;04;10;11;13;14;15;17;18;20;21;22;24;0,00;1;525;18492;211518;1088193;0;0;0;0;0;0;0;0;8;7;5
1538;17/07/2017;02;04;05;07;08;09;10;13;14;15;17;18;19;21;23;0,00;1;684;21685;231951;1135250;0;0;0;0;0;0;0;0;6;9;7
1539;19/07/2017;01;03;04;08;11;12;13;14;16;17;18;19;20;21;25;0,00;2;245;10488;147904;902231;0;0;0;0;0;0;0;0;7;8;5
1540;21/07/2017;01;02;03;07;09;10;11;12;14;15;16;17;19;22;23;0,00;2;457;15649;185820;961747;0;0;0;0;0;0;0;0;6;9;7
1541;24/07/2017;02;03;04;05;07;11;13;14;15;18;19;20;21;22;25;0,00;1;323;12983;175957;1043856;0;0;0;0;0;0;0;0;6;9;7
1542;26/07/2017;02;03;05;07;08;10;11;13;15;16;17;20;21;22;24;0,00;17;1076;22939;210877;997019;0;0;0;0;0;0;0;0;7;8;7
1543;28/07/2017;01;02;06;07;08;09;12;13;15;17;19;20;23;24;25;0,00;4;440;15626;181790;981572;0;0;0;0;0;0;0;0;6;9;6
1544;31/07/2017;01;02;04;07;08;09;11;12;14;16;17;21;22;23;24;0,00;2;480;16574;167962;891221;0;0;0;0;0;0;0;0;8;7;5
1545;02/08/2017;03;05;07;08;10;11;12;15;16;17;20;22;23;24;25;0,00;2;496;16628;205397;1009896;0;0;0;0;0;0;0;0;7;8;6
1546;04/08/2017;01;03;06;07;08;10;11;14;15;18;19;20;22;24;25;0,00;1;400;15773;186784;1008447;0;0;0;0;0;0;0;0;8;7;4
1547;07/08/2017;01;02;05;06;08;09;10;11;13;15;17;18;19;21;25;0,00;7;691;20459;233487;1093018;0;0;0;0;0;0;0;0;5;10;6
1548;09/08/2017;02;03;04;09;10;11;12;14;15;17;18;20;21;22;23;0,00;3;503;17341;199393;1051216;0;0;0;0;0;0;0;0;8;7;5
1549;11/08/2017;01;02;03;04;05;07;08;10;11;13;18;20;23;24;25;0,00;5;756;24997;280620;1351401;0;0;0;0;0;0;0;0;7;8;7
1550;14/08/2017;03;04;05;07;08;13;14;15;16;17;20;22;23;24;25;0,00;1;731;25237;210990;1040070;0;0;0;0;0;0;0;0;7;8;6
1551;16/08/2017;01;03;05;07;08;11;13;14;15;17;19;20;22;23;25;0,00;13;1796;39496;328748;1228495;0;0;0;0;0;0;0;0;4;11;8
1552;18/08/2017;02;03;07;08;09;12;14;15;16;19;20;21;22;24;25;0,00;6;492;14875;178279;965407;0;0;0;0;0;0;0;0;8;7;4
1553;21/08/2017;01;02;04;08;09;11;12;13;15;17;18;19;21;22;25;0,00;10;715;17153;198753;995398;0;0;0;0;0;0;0;0;6;9;5
1554;23/08/2017;01;03;04;05;07;08;09;10;13;14;16;18;19;24;25;0,00;1;396;15241;189771;1006231;0;0;0;0;0;0;0;0;7;8;5
1555;25/08/2017;01;02;06;08;09;10;12;13;14;16;18;20;22;23;25;0,00;6;666;18577;192620;921506;0;0;0;0;0;0;0;0;10;5;3
